chainId,contractName,contractAddress,ownerAddress,ownerCategory,expectedDaoExecutor,ownershipChangeRequired
1,OLAS,0x0001A500A6B18995B03f44bb040A5fFc28E45CB0,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,dao_executor,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,no
1,buOLAS,0xb09CcF0Dbf0C178806Aaee28956c74bd66d21f73,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,dao_executor,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,no
1,VoteWeighting,0x95418b46d5566D3d1ea62C12Aea91227E566c5c1,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,dao_executor,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,no
1,GuardCM,0xC0b146D61e2A2C17E024477E01978D1Fcf598c6B,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,dao_executor,0x3C1fF68f5aa342D296d4DEe4Bb1cACCA912D95fE,no
